NtsbNo,EventType,Mkey,EventDate,City,State,Country,ReportNo,N,HasSafetyRec,ReportType,OriginalPublishDate,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,ProbableCause,EventID,Latitude,Longitude,Make,Model,AirCraftCategory,AirportID,AirportName,AmateurBuilt,NumberOfEngines,Scheduled,PurposeOfFlight,FAR,AirCraftDamage,WeatherCondition,Operator,ReportStatus,RepGenFlag,DocketUrl,DocketPublishDate
DCA10IA015,INC,75163,2009-12-14T00:46:00Z,Charlotte,North Carolina,United States,,N483A,FALSE,DirectorBrief,2011-06-27T04:00:00Z,None,0,0,0,"The Captain's failure to initiate a go-around from a Category III approach when satisfactory tracking performance was not maintained below the required altitude resulting in excessive bank angle maneuvers at low altitude. Factors contributing to the incident were:  The Captain's decision to execute a Category III autoland approach on a runway without rollout guidance contrary to company Flight Manual guidance, the Captain's decision to deviate from the Category III approach and continue it manually contrary to the company Operating Manual, and the First Officer's failure to call for a go-around when the approach became unstable.",,35.363887,-80.943054,BOEING,MD,AIR,CLT,Charlotte Douglas Intl,FALSE,2,SCHD,,121,Minor,IMC,American Airlines,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=75163,3/15/2011 16:33
OPS10IA003,INC,75179,2009-12-04T12:21:00Z,Detroit,Michigan,United States,,,FALSE,DirectorBrief,2010-06-04T04:00:00Z,None,0,0,0,The ground controller did not monitor the progress of the fire truck to ensure that the driver followed the expected route.  A contributing factor was the ground controller's misunderstanding of the fire truck driver's requested destination on the airport.,,42.349929,-83.059989,,,,DTW,Detroit Wayne County,FALSE,,SCHD,,121,None,VMC,PINNACLE AIRLINES INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=75179,5/6/2010 17:38
DCA10FA012,ACC,75093,2009-11-18T21:30:00Z,New Market,Virginia,United States,,N209UA,FALSE,DirectorBrief,2011-12-27T05:00:00Z,Serious,0,1,1,The flight crew’s inadvertent encounter with a small area of cumulous clouds at night that resulted in moderate to severe convectively induced turbulence.,,38.655555,-78.708053,BOEING,777-200,AIR,,,FALSE,2,SCHD,,121,None,IMC,"United Airlines Inc.,",Completed,FALSE,,
CEN10IA053,INC,75064,2009-11-14T20:00:00Z,Kansas City,Missouri,United States,,N924FR,FALSE,DirectorBrief,2010-03-23T04:00:00Z,None,0,0,0,The in-flight engine ingestion of one or more Lesser Snow Geese (Chen caerulescens caerulescens).,,39.297779,-94.71389,AIRBUS,A319-111,AIR,MCI,Kansas City International,FALSE,2,SCHD,,121,Minor,VMC,Frontier Airlines,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=75064,1/6/2010 21:01
WPR10LA044,ACC,74997,2009-11-02T10:50:00Z,Phoenix,Arizona,United States,,N909DA,FALSE,DirectorBrief,2010-05-06T04:00:00Z,None,0,0,0,An in-flight collision with birds.,,33.434165,-112.01139,MCDONNELL DOUGLAS,MD-90-30,AIR,,,FALSE,2,SCHD,,121,Substantial,VMC,DELTA AIR LINES INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74997,12/11/2009 21:44
ERA10CA036,ACC,74973,2009-10-27T18:15:00Z,Atlanta,Georgia,United States,,N825MH,FALSE,DirectorBrief,2010-03-03T05:00:00Z,Serious,0,1,0,Unforecasted turbulence resulting in a flight attendant being injured.,,33.636665,-84.428054,BOEING,767-432ER,AIR,KATL,Hartsfield Atlanta Iternationa,FALSE,2,SCHD,,121,None,IMC,DELTA AIR LINES INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74973,12/4/2009 20:53
ERA10LA041,ACC,74981,2009-10-26T13:02:00Z,Pleasant Grove,North Carolina,United States,,N935AT,FALSE,DirectorBrief,2011-09-19T04:00:00Z,Serious,0,1,1,"The captain's excessive maneuver in response to a traffic alert and collision avoidance system (TCAS) alert, which resulted in a serious injury to a flight attendant. Contributing to the accident was the operator's inadequate TCAS training and guidance.",,36.193973,-79.316572,BOEING,717-200,AIR,,,FALSE,2,SCHD,,121,None,VMC,Air Tran Airways,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74981,7/7/2011 17:51
DCA10IA001,INC,74940,2009-10-21T18:56:00Z,Minneapolis,Minnesota,United States,,N374NW,TRUE,DirectorBrief,2010-03-18T04:00:00Z,None,0,0,0,The flight crew's failure to monitor the airplane’s radio and instruments and the progress of the flight after becoming distracted by conversations and activities unrelated to the operation of the flight.,,44.880611,-93.220718,AIRBUS,A320,AIR,MSP,Minneapolis-St Paul Internatio,FALSE,2,SCHD,,121,None,,NORTHWEST AIRLINES INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74940,12/16/2009 15:00
DCA10WA004,ACC,74970,2009-10-20T06:00:00Z,Ciudad de la Costa,,Uruguay,,N701GC,FALSE,None,2020-11-03T05:00:00Z,None,0,0,0,,,-34.837645,-56.016027,MCDONNELL DOUGLAS,MD11,AIR,MVD,Montevideo Inter. Airport,FALSE,3,NSCH,,121,Substantial,,CENTURION AIR CARGO INC,N/A,FALSE,,
OPS10IA001,INC,74928,2009-10-19T07:05:00Z,Atlanta Hartsfield Intl. Apt. (KATL),Georgia,United States,,N185DN,TRUE,DirectorBrief,2010-11-15T05:00:00Z,None,0,0,0,"The flight crew’s failure to identify the correct landing surface due to fatigue. Contributing to the cause of the incident were (1) the flight crew’s decision to accept a late runway change, (2) the unavailability of the approach light system and the instrument landing system for the runway of intended landing, and (3) the combination of numerous taxiway signs and intermixing of light technologies on the taxiway.",,0,0,BOEING,767,AIR,KATL,Atlanta Hartsfield Internation,FALSE,2,SCHD,,121,None,VMC,"Delta Air Lines, Inc.",Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74928,9/23/2010 18:36
ERA10CA022,ACC,74929,2009-10-06T00:44:00Z,Unknown,,Argentina,,N156DL,FALSE,DirectorBrief,2010-04-19T04:00:00Z,Serious,0,1,0,"An inadvertent encounter with turbulence, which resulted in an injury to a flight cabin attendant.",,-34.62611,-52.639446,BOEING,767-3P6,AIR,,,FALSE,2,SCHD,,121,None,VMC,DELTA AIR LINES INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74929,12/15/2009 17:29
ENG09IA018,INC,74770,2009-09-17T20:28:00Z,Newark,New Jersey,United States,,N66051,FALSE,DirectorBrief,2011-06-20T04:00:00Z,None,0,0,0,Failure of Main Landing Gear (MLG) truck beam was due to contamination of the inner surface corrosion protective layers from hydraulic fluid and deice fluid that resulted in corrosion and intergranular stress corrosion cracking.,,40.740413,-74.169425,BOEING,767,AIR,EWR,Newark Liberty Airport,FALSE,2,SCHD,,121,Minor,VMC,Continental Airlines,Completed,FALSE,,
ENG09IA014,INC,74683,2009-09-08T12:54:00Z,Los Angeles,California,United States,,N670SW,FALSE,DirectorBrief,2011-01-07T05:00:00Z,None,0,0,0,The failure of the right main landing gear inboard axle due to fatigue cracking as a result of fretting damage in one of the brake mounting bolt holes.,,33.942501,-118.407218,BOEING,737,AIR,KLAX,Los Angeles International,FALSE,2,SCHD,,121,Minor,VMC,"Southwest Airlines, Co.",Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74683,5/10/2010 11:30
ENG09IA016,INC,74697,2009-09-07T22:00:00Z,St. Johns,,Canada,,N840MH,FALSE,DirectorBrief,2014-11-13T05:00:00Z,None,0,0,0,"Incorrect installation of a wire bundle, which contained wires for oxygen system, passenger address system and lavatory power, led to chafing of the wires on structure. The chafing eventually exposed the wire conductors and resulted in electrical arcing, malfunction of the affected systems and a sulfur odor.",,47.5,-52.599998,BOEING,767 432ER,AIR,,,FALSE,,SCHD,,121,Minor,Unknown,DELTA AIR LINES INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74697,11/13/2014 18:05
ENG09IA017,INC,74701,2009-09-03T14:35:00Z,Nassau,,Bahamas,,N258JB,FALSE,DirectorBrief,2012-12-07T05:00:00Z,Minor,0,0,6,failure of the engine high pressure turbine active clearance control valve fuel rod supply tube coupling seal due to a cross-threaded B-nut as installed during original manufacture.,,0,0,EMBRAER,ERJ 190-100 IGW,AIR,MYNN,Lynden Pindling International,FALSE,2,SCHD,,121,Minor,,JetBlue Airways,Completed,FALSE,,
ERA09LA529,ACC,74777,2009-08-29T04:00:00Z,Sterling,Virginia,United States,,N367PH,FALSE,DirectorBrief,2011-03-16T04:00:00Z,None,0,0,0,Undetermined.,,38.954302,-77.452044,BOMBARDIER INC,DHC-8-202,AIR,,Unknown,FALSE,2,SCHD,,121,Substantial,,CHAMPLAIN ENTERPRISES INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74777,12/7/2010 14:46
ERA09LA488,ACC,74617,2009-08-27T17:03:00Z,Inverness,Florida,United States,,N994AT,FALSE,DirectorBrief,2011-07-18T04:00:00Z,Serious,0,1,0,"The flight crew's encounter with convective turbulence. Contributing to the accident was the failure of the operator's dispatch department to provide the flightcrew with current adverse weather information along the planned route of flight. Also contributing was the failure of the flightcrew to provide relevant forecast information to the cabin crew, and their failure to detect and avoid the existing convective conditions.",,29,-82.900001,BOEING,717-200,AIR,,,FALSE,2,SCHD,,121,None,IMC,Airtran Airways,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74617,4/25/2011 18:31
ERA09LA444,ACC,74461,2009-08-06T00:15:00Z,Fayetteville,North Carolina,United States,,N328EN,FALSE,DirectorBrief,2010-12-20T05:00:00Z,Serious,0,1,0,An in-flight encounter with convective clouds resulting in moderate turbulence and serious injury to a flight attendant.,,34.988056,-78.874725,BOEING OF CANADA/DEHAV DIV,DHC-8-311,AIR,,,FALSE,2,SCHD,,121,None,VMC,PIEDMONT AIRLINES INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74461,8/31/2010 18:56
DCA09CA069,ACC,74453,2009-08-04T18:15:00Z,Louisville,Kentucky,United States,,N8543F,FALSE,DirectorBrief,2017-02-23T05:00:00Z,Serious,0,1,1,an inadvertent encounter with convective turbulence.,,38.175834,-85.736946,BOMBARDIER INC,CL-600-2B19,AIR,,,FALSE,2,SCHD,,121,Minor,IMC,PINNACLE AIRLINES INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74453,7/19/2017 13:32
DCA09IA071,INC,74483,2009-08-03T04:55:00Z,Bavaro,,Dominican Republic,,N76156,FALSE,DirectorBrief,2011-12-27T05:00:00Z,Minor,0,0,33,"The flight crew's inadvertent flight through the top of a convective updraft that resulted in an encounter with convective induced turbulence. Contributing to the severity of the incident was the unrestrained status of several passengers, contrary to the lighted seat belt sign.",,19.736944,-68.554168,BOEING,767-224,AIR,,,FALSE,2,SCHD,,121,None,VMC,CONTINENTAL AIRLINES INC,Completed,FALSE,,
CEN09IA606,INC,74805,2009-07-30T22:02:00Z,Traverse City,Michigan,United States,,N452XJ,FALSE,DirectorBrief,2010-08-12T04:00:00Z,None,0,0,0,The flight attendant's incapacitation due to an anxiety attack.,,44.741664,-85.582496,SAAB,340B,AIR,,,FALSE,2,SCHD,,121,None,VMC,"Mesaba Aviation, Inc.",Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74805,5/26/2010 15:08
DCA09FA068,ACC,74388,2009-07-27T17:30:00Z,Norfolk,Virginia,United States,,N135HQ,FALSE,DirectorBrief,2015-11-10T05:00:00Z,Serious,0,1,1,an inadvertent encounter with convective turbulence that resulted in serious injuries to a flight attendant.,,36.894443,-76.20111,EMBRAER,EMB170,AIR,,,FALSE,2,SCHD,,121,None,VMC,"Republic Airlines Inc.,",Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74388,12/29/2015 12:05
DCA09WA066,INC,74331,2009-07-20T15:44:00Z,Keflavik,,Iceland,,N658UA,FALSE,None,2020-11-03T05:00:00Z,None,0,0,0,,,0,0,BOEING,767,AIR,BIKF,Keflavik,FALSE,2,SCHD,,121,Minor,VMC,United Airlines,N/A,FALSE,,
ENG09IA009,INC,74404,2009-07-15T09:30:00Z,Charlotte (CLT),North Carolina,United States,,N506AU,FALSE,DirectorBrief,2011-04-12T04:00:00Z,None,0,0,0,The failure of the left hand main landing gear was caused by heat induced cracks resulting from abusive grinding/polishing of the chrome plate that was applied during the last overhaul.,,35.230159,-80.90995,BOEING,737-3B7,AIR,CLT,Douglas International,FALSE,2,SCHD,,121,Minor,,US AIRWAYS INC,Completed,FALSE,,
DCA09FA065,ACC,74266,2009-07-13T18:45:00Z,Charleston,West Virginia,United States,,N387SW,FALSE,DirectorBrief,2010-08-18T04:00:00Z,None,0,0,0,Fuselage skin failure due to preexisting fatigue at a chemically milled step.,,38.373054,-81.593055,BOEING,737,AIR,CRW,"Yeager Airport, Charleston, WV",FALSE,2,SCHD,,121,Substantial,,SOUTHWEST AIRLINES CO,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74266,8/18/2010 17:51
CEN09LA461,ACC,74362,2009-07-11T11:10:00Z,Indianapolis,Indiana,United States,,N120HQ,FALSE,DirectorBrief,2010-08-12T04:00:00Z,Serious,0,1,0,"The passenger's failure to comply with crewmember instructions to remain seated while the airplane was in turbulent weather conditions, resulting in an injury to the passenger.",,39.911945,-86.067497,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-20,AIR,IND,Indianapolis International,FALSE,2,SCHD,,121,None,IMC,REPUBLIC AIRLINE INC,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74362,6/8/2010 15:40
ERA09LA396,ACC,74250,2009-07-10T17:08:00Z,Fort Myers,Florida,United States,,N606JB,FALSE,DirectorBrief,2009-11-09T05:00:00Z,Serious,0,2,2,An inadvertent in-flight encounter with turbulence during approach. Contributing to the accident was the passengers' failure to follow the instructions of the illuminated seatbelt sign.,,26.536111,-81.755279,AIRBUS,A320-232,AIR,RSW,Southwest Florida Internationa,FALSE,2,SCHD,,121,None,VMC,JETBLUE AIRWAYS CORP,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74250,9/22/2009 13:23
OPS09IA009,INC,74462,2009-06-26T09:56:00Z,Cleveland,Ohio,United States,,"N375PH, N24103",FALSE,DirectorBrief,2010-05-06T04:00:00Z,None,0,0,0,"The local controller did not visually scan the runways and ensure that the E145 had crossed runway 24L prior to issuing a takeoff clearance to the DH8, did not ensure separation between the two airplanes, and did not cancel takeoff clearance for the DH8 in a timely manner.",,41.490013,-81.66954,"BOMBARDIER INC, EMBRAER","DHC-8-202, EMB-145XR","AIR,AIR",CLE,Cleveland/Hopkins Int'l Airpor,"FALSE,FALSE","2,2",SCHD,",","121,121","None,None",VMC,"CONTINENTAL AIRLINES INC,CONTINENTAL AIRLINES INC",Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74462,3/8/2010 13:20
OPS09IA008,INC,74081,2009-06-18T07:36:00Z,Boston,Massachusetts,United States,,N662AW,FALSE,DirectorBrief,2011-01-07T05:00:00Z,None,0,0,0,"The vehicle operator's failure to follow the designated haul route to the construction site and his failure to adhere to airport driving procedures, which led to missed visual cues and lack of required communication prior to crossing the active runway. Contributing to the incident was the vehicle operator's distraction.",,42.357776,-71.006385,AIRBUS,A320,,,,FALSE,,SCHD,,121,None,,USAirways,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74081,10/27/2010 20:03
ERA09IA338,INC,74022,2009-06-11T19:40:00Z,Atlanta,Georgia,United States,,N857AS,FALSE,DirectorBrief,2011-05-26T04:00:00Z,None,0,0,0,The failure of the left main landing gear to extend due to high levels of particulate contamination in the hydraulic fluid.,,33.636665,-84.428054,BOMBARDIER INC,CL-600-2B1,AIR,ATL,Hartsfield Jackson ATL Inter.,FALSE,2,SCHD,,121,Minor,VMC,Atlantic Southeast Airlines,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74022,11/2/2010 19:19
ENG09IA007,INC,74001,2009-06-10T13:30:00Z,Denver,Colorado,United States,,N570UA,FALSE,DirectorBrief,2012-03-12T04:00:00Z,None,0,0,0,"There was a malfunction of the electronic engine control (EEC) burner pressure (Pb) sensor that had an abnormally high indication that resulted in an excessive amount of fuel being pumped into the engine that was still at a sub-idle condition.  Because the engine was still accelerating to idle, the limited airflow through the engine engine was insufficient for the amount of fuel and resulted in a tailpipe fire.  The cause of the EEC's Pb sensor fault could not be determined.",,39.749629,-105.000953,BOEING,757-222,AIR,KDEN,Denver International Airport,FALSE,2,SCHD,,121,Minor,,UNITED AIR LINES INC,Completed,FALSE,,
OPS09IA007,INC,74026,2009-06-03T16:15:00Z,Cleveland,Ohio,United States,,"N299WN, N16963",FALSE,DirectorBrief,2010-05-06T04:00:00Z,None,0,0,0,"The ground controller did not issue taxi instructions in accordance with FAA Order 7110.65, paragraph 3-7-2.  The local controller did not scan the runways prior to issuing a taxi into position and hold instruction to SWA1080 as required by FAA Order 7110.65 paragraph 3-1-12.  The local controller did not cancel takeoff clearance for BTA2941 as required by FAA Order 7110.65, paragraph 3-9-10.",,41.489887,-81.66983,"BOEING, EMBRAER","737-7H4, EMB-145LR","AIR,AIR",CLE,Cleveland Hopkins Intl Airport,"FALSE,FALSE","2,2",SCHD,",","121,135","None,None",VMC,,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74026,3/1/2010 19:29
OPS09IA006,INC,73960,2009-06-01T13:16:00Z,Chicago,Illinois,United States,,", ",FALSE,DirectorBrief,2010-03-03T05:00:00Z,None,0,0,0,"The Chicago TRACON West Arrival controller's omission of a required clearance, resulting in AAL 879 overshooting the final for runway 28 and losing separation with AAL 93.",,41.98389,-87.663612,"MCDONNELL DOUGLAS, BOEING","MD80, 767","AIR,AIR",ORD,Chicago O'Hare International,"FALSE,FALSE","2,2",SCHD,",","121,121","None,None",VMC,",AMERICAN AIRLINES INC",Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=73960,12/9/2009 13:18
WPR09LA255,ACC,73886,2009-05-21T17:25:00Z,Los Angeles,California,United States,,N843AE,FALSE,DirectorBrief,2011-04-28T04:00:00Z,None,0,0,0,The flight crew's failure to adequately monitor and maintain clearance from a parked aircraft while taxiing. Contributing to the accident was an improperly parked airplane that encroached upon the taxiway area.,,33.942501,-118.406944,EMBRAER,EMB-135,AIR,LAX,Los Angeles Int'l Airport,FALSE,2,SCHD,,121,Substantial,VMC,American Eagle Airlines Inc,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=73886,1/21/2011 18:04
DCA09CA051,ACC,73916,2009-05-20T13:30:00Z,San Juan,Puerto Rico,United States,,N129DL,FALSE,DirectorBrief,2016-08-24T04:00:00Z,Serious,0,1,4,Inadvertent encounter with convective turbulence while in cruise.,,18.46907,-66.100692,BOEING,767 332,AIR,,,FALSE,2,SCHD,,121,None,VMC,Delta Air Lines,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=73916,8/29/2016 12:15
ERA09LA418,ACC,74357,2009-05-16T12:45:00Z,Cuba,,Cuba,,N657DL,FALSE,DirectorBrief,2010-08-12T04:00:00Z,Serious,0,1,4,An unanticipated inflight encounter with turbulence.,,23.116666,-81.233329,BOEING,757,AIR,,,FALSE,2,SCHD,,121,None,IMC,"Delta Air Lines, Inc.",Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=74357,6/28/2010 19:09
CEN09IA294,INC,73830,2009-05-12T20:45:00Z,Houston,Texas,United States,,N371SW,FALSE,DirectorBrief,2011-01-07T05:00:00Z,Minor,0,0,2,"The pilot's inadvertent application of excessive braking after touchdown, which caused the right wheels to lock and several tires to blow and resulted in a subsequent brake fire.",,29.640556,-95.273887,BOEING,737,AIR,HOU,William P. Hobby Airport,FALSE,2,SCHD,,121,Minor,VMC,SOUTHWEST AIRLINES CO,Completed,FALSE,https://data.ntsb.gov/Docket?ProjectID=73830,7/11/2011 16:28
